PMID,Title,Authors,Journal,Publication Date,Abstract,DOI,Keywords
39308412,Self-monitoring of Oral Health Using Smartphone Selfie Powered by Artificial Intelligence: Implications for Preventive Dentistry.,"Chau, Reinhard Chun-Wang; Thu, Khaing Myat; Hsung, Richard Tai-Chiu; McGrath, Colman; Lam, Walter Yu-Hang",Oral health & preventive dentistry,23 Sep 2024,"With the increasing use of artificial intelligence (AI) in dentistry, it is feasible to self-monitor oral health using Oral Health AI Advisors (OHAI Advisors). This technological advancement offers the potential for early detection of oral diseases and facilitates early prevention. This systematic review aimed to evaluate the effectiveness of OHAI Advisors as a tool in preventive dentistry for the general population. Standardised searches were performed and screened across four electronic databases. The primary outcomes were changes in clinical and behavioural measures, and evidence was synthesised. The quality of the included studies was assessed. The initial search identified 1639 articles, 64 full texts were reviewed, and four studies were included in the analyses. Qualitative synthesis revealed that short-term use of OHAI Advisors, for up to 6 months, statistically significantly reduced plaque and gingival index scores. Combining OHAI Advisors with verbal counseling enhanced their effectiveness. No studies investigated effects on oral health awareness, behavioural changes, or adherence to regular practice. The risk of bias in the included studies was moderate to low. OHAI Advisors appear to be effective for short-term oral hygiene maintenance. Further research is necessary to determine the preventive capability, focusing on assessing long-term outcomes on oral health and any changes in oral health behaviour.",10.3290/j.ohpd.b5758200,artificial intelligence; dental; health education; oral health; precision dentistry; precision medicine
40044292,Artificial Intelligence in Prosthodontics.,"Schwendicke, Falk; Mohammad Rahimi, Hossein; Tichy, Antonin",Dental clinics of North America,Apr 2025,"Artificial intelligence (AI) has significantly impacted numerous industries, including health care, dentistry, and specifically prosthodontics. This review focuses on AI's role in prosthodontics, detailing its use in diagnosis, design, and manufacturing. AI-driven systems analyze intraoral scans, improve prosthetic planning, and aid in robotic procedures. Emerging technologies, such as generative AI for prosthetic design and AI-driven material innovation, are discussed alongside the ethical and regulatory challenges facing broader adoption. The review highlights AI's potential to transform prosthodontic workflows, facilitating more accurate, efficient, and personalized care, while also pointing to future developments such as real-time monitoring and enhanced collaboration platforms.",10.1016/j.cden.2024.11.009,AI; Computer vision; Deep learning; Image analysis; Intraoral scan; Prosthesis
37005994,Artificial intelligence and dental research.,"Balaji, S M",Indian journal of dental research : official publication of Indian Society for Dental Research,2022,,10.4103/ijdr.ijdr_159_23,
38238281,Artificial Intelligence and Its Application in Endodontics: A Review.,"Ahmed, Zeeshan Heera; Almuharib, Abdullah Muharib; Abdulkarim, Abdulrahman Abdullah; Alhassoon, Abdulaziz Hassoon; Alanazi, Abdullah Fahad; Alhaqbani, Muhannad Abdullah; Alshalawi, Mohammed Saif; Almuqayrin, Abdullah Khalid; Almahmoud, Mohammed Ibrahim",The journal of contemporary dental practice,01 Nov 2023,"Artificial intelligence (AI) since it was introduced into dentistry, has become an important and valuable tool in many fields. It was applied in different specialties with different uses, for example, in diagnosis of oral cancer, periodontal disease and dental caries, and in the treatment planning and predicting the outcome of orthognathic surgeries. The aim of this comprehensive review is to report on the application and performance of AI models designed for application in the field of endodontics. PubMed, Web of Science, and Google Scholar were searched to collect the most relevant articles using terms, such as AI, endodontics, and dentistry. This review included 56 papers related to AI and its application in endodontics. The applications of AI were in detecting and diagnosing periapical lesions, assessing root fractures, working length determination, prediction for postoperative pain, studying root canal anatomy and decision-making in endodontics for retreatment. The accuracy of AI in performing these tasks can reach up to 90%. Artificial intelligence has valuable applications in the field of modern endodontics with promising results. Larger and multicenter data sets can give external validity to the AI models. In the field of dentistry, AI models are specifically crafted to contribute to the diagnosis of oral diseases, ranging from common issues such as dental caries to more complex conditions like periodontal diseases and oral cancer. AI models can help in diagnosis, treatment planning, and in patient management in endodontics. Along with the modern tools like cone-beam computed tomography (CBCT), AI can be a valuable aid to the clinician. How to cite this article: Ahmed ZH, Almuharib AM, Abdulkarim AA, ",10.5005/jp-journals-10024-3593,Advantages and disadvantages of AI in endodontics Future of AI in endodontics.; Artificial intelligence; Comprehensive review; Endodontics
39705003,[A review of modern digital personal identification methods using artificial intelligence technology in forensic dentistry].,"Verkhovskiy, A E; Apresyan, S V; Stepanov, A G",Stomatologiia,2024,"The article presents a review of scientific research on the issue of major aspects and far-reaching opportunities for the application of artificial intelligence in modern forensic medicine and forensic dentistry. The purpose of the research is to study the possibilities of application of artificial intelligence in the practice of forensic dental identification of personality based on literature data. Today, the application of artificial intelligence has made it possible to automate work processes, increase the accuracy, speed and efficiency of solving the issues of forensic dentistry, and improve the quality of forensic evidence provided. At the same time, like any technology, artificial intelligence is not without some disadvantages of practical application. In this regard, the opinion is expressed that it is advisable to use artificial intelligence systems only as an auxiliary tool, leaving the primary role in making final decisions to forensic medical examiners. Thus, the potential of development and prospects of practical application of artificial intelligence to solve the issues of forensic dentistry and improve the quality of the provided forensic evidence remain very promising. Представлен обзор научных исследований актуальных и перспективных возможностей применения искусственного интеллекта в современной судебной медицине и судебной стоматологии. Сегодня применение искусственного интеллекта позволило автоматизировать рабочие процессы, повысить точность, быстроту и эффективность решения задач судебной стоматологии, а также улучшить качество предоставляемых судебных доказательств. В то же время, как и любая технология, искусственный интеллект не лишен и некоторых недостатков практического применения. В связи с этим высказывается мнение о целесообразности применения систем искусственного интеллекта лишь в качестве вспомогательного инструмента, оставляя первостепенную роль в принятии окончательных решений за судебно-медицинскими экспертами. Таким образом, потенциальные возможности развития и перспективы практического применения искусственного интеллекта для решения задач судебной стоматологии и повышения качества предоставляемых судебных доказательств остаются весьма многообещающими.",10.17116/stomat202410306179,artificial intelligence; forensic dentistry; personal identification
39329382,"The era of big data, mobile health, and artificial intelligence in dentistry and craniofacial research.","Almoznino, Galit; Shahar, Yuval; Kopycka-Kedzierawski, Dorota T","Quintessence international (Berlin, Germany : 1985)",27 Sep 2024,,10.3290/j.qi.b5763083,
34825474,Artificial intelligence and machine learning in orthodontics.,"Yamashiro, Takashi; Ko, Ching-Chang",Orthodontics & craniofacial research,Dec 2021,,10.1111/ocr.12543,
33280353,[Artificial intelligence stomatology].,"Liu, H C",Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,09 Dec 2020,"Artificial intelligence (AI) is a kind of technology which is rapidly developed on the basis of computer technology. AI makes it possible for machines to learn from experience, adjust to new inputs and perform human-like tasks. It has been applied in many fields of human society, and is more and more widely used in medical field. The development and application of AI in stomatology will lead the future of stomatology to a certain extent. It is very important for stomatology professionals to recognize, learn and master AI, to keep pace with the pace of the new era of medical treatment and to apply it in medical practice. This paper introduces the application and progress of AI in stomatology clinic, research and teaching field, analyzes the existing and possible problems, and prospects the development of AI in the field of stomatology. 人工智能是在电子计算机技术基础上迅速发展起来的科学技术，已应用于人类社会的许多方面，在医学领域的应用也越来越广泛，人工智能在口腔医学领域的发展和应用可在一定程度上引领口腔医学的未来。口腔医学专业人员需要认知、学习和掌握人工智能技术，紧跟医疗新时代的步伐并在医疗实践中开展应用。本文就人工智能在口腔医疗、科研、教学中的应用及研究作一介绍，并对人工智能在口腔医学领域的发展进行展望。.",10.3760/cma.j.cn112144-20201110-00565,Artificial intelligence; Artificial intelligence dentistry; Artificial intelligence stomatology; Oral medicine; Robotics
37349791,Patients' perspectives on the use of artificial intelligence in dentistry: a regional survey.,"Ayad, Nasim; Schwendicke, Falk; Krois, Joachim; van den Bosch, Stefanie; Bergé, Stefaan; Bohner, Lauren; Hanisch, Marcel; Vinayahalingam, Shankeeth",Head & face medicine,22 Jun 2023,"The use of artificial intelligence (AI) in dentistry is rapidly evolving and could play a major role in a variety of dental fields. This study assessed patients' perceptions and expectations regarding AI use in dentistry. An 18-item questionnaire survey focused on demographics, expectancy, accountability, trust, interaction, advantages and disadvantages was responded to by 330 patients; 265 completed questionnaires were included in this study. Frequencies and differences between age groups were analysed using a two-sided chi-squared or Fisher's exact tests with Monte Carlo approximation. Patients' perceived top three disadvantages of AI use in dentistry were (1) the impact on workforce needs (37.7%), (2) new challenges on doctor-patient relationships (36.2%) and (3) increased dental care costs (31.7%). Major expected advantages were improved diagnostic confidence (60.8%), time reduction (48.3%) and more personalised and evidencebased disease management (43.0%). Most patients expected AI to be part of the dental workflow in 1-5 (42.3%) or 5-10 (46.8%) years. Older patients (> 35 years) expected higher AI performance standards than younger patients (18-35 years) (p < 0.05). Overall, patients showed a positive attitude towards AI in dentistry. Understanding patients' perceptions may allow professionals to shape AI-driven dentistry in the future.",10.1080/00016357.2020.1840624,Artificial intelligence; Machine learning; Patient survey; Perception; Qualitative research
38997378,Artificial intelligence in orthodontics.,"Hellyer, Paul",British dental journal,Jul 2024,,10.1038/s41415-024-7622-2,
38997376,Artificial intelligence in endodontics.,"Hellyer, Paul",British dental journal,Jul 2024,,10.1038/s41415-024-7620-4,
36013526,A Survey on the Use of Artificial Intelligence by Clinicians in Dentistry and Oral and Maxillofacial Surgery.,"Eschert, Tim; Schwendicke, Falk; Krois, Joachim; Bohner, Lauren; Vinayahalingam, Shankeeth; Hanisch, Marcel","Medicina (Kaunas, Lithuania)",05 Aug 2022,,10.1148/ryai.2019190058,artificial intelligence; clinicians survey; machine learning; perception; qualitative research
35856183,Deep learning in periodontology and oral implantology: A scoping review.,"Mohammad-Rahimi, Hossein; Motamedian, Saeed Reza; Pirayesh, Zeynab; Haiat, Anahita; Zahedrozegar, Samira; Mahmoudinia, Erfan; Rohban, Mohammad Hossein; Krois, Joachim; Lee, Jae-Hong; Schwendicke, Falk",Journal of periodontal research,Oct 2022,"Deep learning (DL) has been employed for a wide range of tasks in dentistry. We aimed to systematically review studies employing DL for periodontal and implantological purposes. A systematic electronic search was conducted on four databases (Medline via PubMed, Google Scholar, Scopus, and Embase) and a repository (ArXiv) for publications after 2010, without any limitation on language. In the present review, we included studies that reported deep learning models' performance on periodontal or oral implantological tasks. Given the heterogeneities in the included studies, no meta-analysis was performed. The risk of bias was assessed using the QUADAS-2 tool. We included 47 studies: focusing on imaging data (n = 20) and non-imaging data in periodontology (n = 12), or dental implantology (n = 15). The detection of periodontitis and gingivitis or periodontal bone loss, the classification of dental implant systems, or the prediction of treatment outcomes in periodontology and implantology were major use cases. The performance of the models was generally high. However, it varied given the employed methods (which includes various types of convolutional neural networks (CNN) and multi-layered perceptron (MLP)), the variety in specific modeling tasks, as well as the chosen and reported outcomes, outcome measures and outcome level. Only a few studies (n = 7) showed a low risk of bias across all assessed domains. A growing number of studies evaluated DL for periodontal or implantological objectives. Heterogeneity in study design, poor reporting and a high risk of bias severely limit the comparability of studies and the robustness of the overall evidence.",10.1111/jre.13037,artificial intelligence; dental implants; machine learning; neural networks; periodontics; review
34011314,A deep learning approach for dental implant planning in cone-beam computed tomography images.,"Kurt Bayrakdar, Sevda; Orhan, Kaan; Bayrakdar, Ibrahim Sevki; Bilgir, Elif; Ezhov, Matvey; Gusarev, Maxim; Shumilov, Eugene",BMC medical imaging,19 May 2021,"The aim of this study was to evaluate the success of the artificial intelligence (AI) system in implant planning using three-dimensional cone-beam computed tomography (CBCT) images. Seventy-five CBCT images were included in this study. In these images, bone height and thickness in 508 regions where implants were required were measured by a human observer with manual assessment method using InvivoDental 6.0 (Anatomage Inc. San Jose, CA, USA). Also, canals/sinuses/fossae associated with alveolar bones and missing tooth regions were detected. Following, all evaluations were repeated using the deep convolutional neural network (Diagnocat, Inc., San Francisco, USA) The jaws were separated as mandible/maxilla and each jaw was grouped as anterior/premolar/molar teeth region. The data obtained from manual assessment and AI methods were compared using Bland-Altman analysis and Wilcoxon signed rank test. In the bone height measurements, there were no statistically significant differences between AI and manual measurements in the premolar region of mandible and the premolar and molar regions of the maxilla (p > 0.05). In the bone thickness measurements, there were statistically significant differences between AI and manual measurements in all regions of maxilla and mandible (p < 0.001). Also, the percentage of right detection was 72.2% for canals, 66.4% for sinuses/fossae and 95.3% for missing tooth regions. Development of AI systems and their using in future for implant planning will both facilitate the work of physicians and will be a support mechanism in implantology practice to physicians.",10.1097/RLI.0000000000000503,Artificial intelligence; Dental implant; Dentistry; Implant planning
37021739,"An overview of the digital occlusion technologies: Intraoral scanners, jaw tracking systems, and computerized occlusal analysis devices.","Revilla-León, Marta; Kois, Dean E; Zeitler, Jonathan M; Att, Wael; Kois, John C",Journal of esthetic and restorative dentistry : official publication of the American Academy of Esthetic Dentistry ... [et al.],Jul 2023,"Within the development of digital technologies, dental professionals aim to integrate virtual diagnostic articulated casts obtained by using intraoral scanners (IOSs), the mandibular motion of the patient recorded by using an optical jaw tracking system, and the information provided by computerized occlusal analysis systems. This article describes the various digital technologies available for obtaining the digital occlusion of a patient and outlines its challenges and limitations. The factors that influence the accuracy of the maxillomandibular relationship of diagnostic casts obtained by using IOSs are reviewed, as well as the occurrence of occlusal collisions or mesh interpenetrations. Different jaw tracking systems with varying digital technologies including ultrasonic systems, photometric devices, and artificial intelligence algorithms are reviewed. Computerized occlusal analysis systems for detecting occlusal contacts in a time sequential manner with the pressure distribution on the occlusal surfaces are reviewed. Digital technologies provide powerful diagnostic and design tools for prosthodontic care. However, the accuracy of these digital technologies for acquiring and analyzing the static and dynamic occlusion need to be further analyzed. Efficiently implementing digital technologies into dental practice requires an understanding of the limitations and state of current development of the digital acquisition methods for digitizing the static and dynamic occlusion of a patient by using IOSs, digital jaw trackers, and computerized occlusal analysis devices.",10.1111/jerd.13044,accuracy; computerized occlusal analysis devices; digital impressions; digital occlusion; digital scans; intraoral scanners; jaw tracking systems
38009003,"Evaluation of the Performance of Generative AI Large Language Models ChatGPT, Google Bard, and Microsoft Bing Chat in Supporting Evidence-Based Dentistry: Comparative Mixed Methods Study.","Giannakopoulos, Kostis; Kavadella, Argyro; Aaqel Salim, Anas; Stamatopoulos, Vassilis; Kaklamanos, Eleftherios G",Journal of medical Internet research,28 Dec 2023,"The increasing application of generative artificial intelligence large language models (LLMs) in various fields, including dentistry, raises questions about their accuracy. This study aims to comparatively evaluate the answers provided by 4 LLMs, namely Bard (Google LLC), ChatGPT-3.5 and ChatGPT-4 (OpenAI), and Bing Chat (Microsoft Corp), to clinically relevant questions from the field of dentistry. The LLMs were queried with 20 open-type, clinical dentistry-related questions from different disciplines, developed by the respective faculty of the School of Dentistry, European University Cyprus. The LLMs' answers were graded 0 (minimum) to 10 (maximum) points against strong, traditionally collected scientific evidence, such as guidelines and consensus statements, using a rubric, as if they were examination questions posed to students, by 2 experienced faculty members. The scores were statistically compared to identify the best-performing model using the Friedman and Wilcoxon tests. Moreover, the evaluators were asked to provide a qualitative evaluation of the comprehensiveness, scientific accuracy, clarity, and relevance of the LLMs' answers. Overall, no statistically significant difference was detected between the scores given by the 2 evaluators; therefore, an average score was computed for every LLM. Although ChatGPT-4 statistically outperformed ChatGPT-3.5 (P=.008), Bing Chat (P=.049), and Bard (P=.045), all models occasionally exhibited inaccuracies, generality, outdated content, and a lack of source references. The evaluators noted instances where the LLMs delivered irrelevant information, vague answers, or information that was not fully accurate. This study demonstrates that although LLMs hold promising potential as an aid in the implementation of evidence-based dentistry, their current limitations can lead to potentially harmful health care decisions if not used judiciously. Therefore, these tools should not replace the dentist's critical thinking and in-depth understanding of the subject matter. Further research, clinical validation, and model improvements are necessary for these tools to be fully integrated into dental practice. Dental practitioners must be aware of the limitations of LLMs, as their imprudent use could potentially impact patient care. Regulatory measures should be established to oversee the use of these evolving technologies.",10.1038/s41415-023-5928-0,AI; ChatGPT; Google Bard; Microsoft Bing; artificial intelligence; clinical decision-making; clinical practice; clinical practice guidelines; dental practice; dental professional; evidence-based dentistry; generative pretrained transformers; large language models
37507396,ChatGPT for shaping the future of dentistry: the potential of multi-modal large language model.,"Huang, Hanyao; Zheng, Ou; Wang, Dongdong; Yin, Jiayi; Wang, Zijin; Ding, Shengxuan; Yin, Heng; Xu, Chuan; Yang, Renjie; Zheng, Qian; Shi, Bing",International journal of oral science,28 Jul 2023,"The ChatGPT, a lite and conversational variant of Generative Pretrained Transformer 4 (GPT-4) developed by OpenAI, is one of the milestone Large Language Models (LLMs) with billions of parameters. LLMs have stirred up much interest among researchers and practitioners in their impressive skills in natural language processing tasks, which profoundly impact various fields. This paper mainly discusses the future applications of LLMs in dentistry. We introduce two primary LLM deployment methods in dentistry, including automated dental diagnosis and cross-modal dental diagnosis, and examine their potential applications. Especially, equipped with a cross-modal encoder, a single LLM can manage multi-source data and conduct advanced natural language reasoning to perform complex clinical operations. We also present cases to demonstrate the potential of a fully automatic Multi-Modal LLM AI system for dentistry clinical application. While LLMs offer significant potential benefits, the challenges, such as data privacy, data quality, and model bias, need further study. Overall, LLMs have the potential to revolutionize dental diagnosis and treatment, which indicates a promising avenue for clinical application and research in dentistry.",10.1016/j.future.2018.12.044,
36224076,Artificial Intelligence in Oral and Maxillofacial Surgery Education.,"Krishnan, Deepak G",Oral and maxillofacial surgery clinics of North America,Nov 2022,"Artificial intelligence has become ubiquitous with modern technology. Digital transformations are occurring in every field including medicine, surgery, and education. Computers and computer programs are getting sophisticated to form neural networks globally. These algorithms allow for sophisticated and complex pattern recognitions and make accurate predictions. This allows for both accurate diagnosis and prognostication in medicine and opens opportunities for medical and surgical education. Oral and Maxillofacial surgeons and OMS education like all of the surgery are adapting well to the world of AI, incorporating machine learning into simulation, and attaching sensors to master surgeons to understand motion economy.",10.1016/j.coms.2022.03.006,Artificial intelligence in medicine (AIM); Deep learning; Future of education; Machine learning
34509287,"Response to the letter to the editor ""Comments on 'Artificial intelligence applications in restorative dentistry: A systematic review'"".","Revilla-León, Marta; Gómez-Polo, Miguel; Vyas, Shantanu; Barmak, Abdul B; Özcan, Mutlu; Att, Wael; Krishnamurthy, Vinayak R",The Journal of prosthetic dentistry,Jan 2022,,10.1016/j.prosdent.2021.08.002,
38270461,Performance of an Artificial Intelligence-Based Chatbot (ChatGPT) Answering the European Certification in Implant Dentistry Exam.,"Revilla-León, Marta; Barmak, Basir A; Sailer, Irena; Kois, John C; Att, Wael",The International journal of prosthodontics,22 Apr 2024,"To compare the performance of licensed dentists and two software versions (3.5 legacy and 4.0) of an artificial intelligence (AI)-based chatbot (ChatGPT) answering the exam for the 2022 Certification in Implant Dentistry of the European Association for Osseointegration (EAO). The 50-question, multiple-choice exam of the EAO for the 2022 Certification in Implant Dentistry was obtained. Three groups were created based on the individual or program answering the exam: licensed dentists (D group) and two software versions of an artificial intelligence (AI)-based chatbot (ChatGPT)-3.5 legacy (ChatGPT-3.5 group) and the 4.0 version (ChatGPT-4.0 group). The EAO provided the results of the 2022 examinees (D group). For the ChatGPT groups, the 50 multiple-choice questions were introduced into both ChatGBT versions, and the answers were recorded. Pearson correlation matrix was used to analyze the linear relationship among the subgroups. The inter- and intraoperator reliability was calculated using Cronbach's alpha coefficient. One-way ANOVA and Tukey post-hoc tests were used to examine the data (α = .05). ChatGPT was able to pass the exam for the 2022 Certification in Implant Dentistry of the EAO. Additionally, the software version of ChatGPT impacted the score obtained. The 4.0 version not only pass the exam but also obtained a significantly higher score than the 3.5 version and licensed dentists completing the same exam. The AIbased chatbot tested not only passed the exam but performed better than licensed dentists.",10.11607/ijp.8852,
34259428,"Role of Robotics and Artificial Intelligence in Oral Health and Preventive Dentistry - Knowledge, Perception and Attitude of Dentists.","Abouzeid, Hoda Lotfy; Chaturvedi, Saurabh; Abdelaziz, Khalid M; Alzahrani, Fawziah Ahmed; AlQarni, Abdulhkeem Ali Salim; Alqahtani, Nasser M",Oral health & preventive dentistry,15 Jul 2021,"To assess the knowledge, attitude and perception of dentists (dental students, dental school graduates/interns, postgraduate dentists) of the role of robotics (R) and artificial intelligence (AI) in oral health and preventive dentistry. The null hypothesis was that dentists would not be aware of R and AI use in dentistry and would not be ready to accept them in oral health and preventive dentistry for dental care management and training. This was an observational cross-sectional study in which data was collected from a representative population in Saudi Arabia. 570 participants answered 26 closed-ended questions. The questionnaire's validity and reliability were evaluated for vetting and remarks. The questionnaire collected demographic data of participants and their knowledge, perception and attitude about R and AI. Questions were to be answered with 'yes', 'no' and 'I don't know'. Descriptive statistical analysis was performed using the control chart technique and the chi-squared test, with statistical significance set at p < 0.05. The majority of the participants (n = 313; 54.6%) were males. Dental students, dentist school graduates/interns, and postgraduate dentists comprised of 58.8%, 18.2%, and 23.0% respectively. Most of the respondents gave affirmative answers for knowledge, attitude and perception of R and AI (58.3%, 67.4%, and 60.3%, respectively). Participants agreed that R and AI is beneficial in dentistry and would provide better results. Most (83.3%) would be willing to be treated using R/AI and would recommend (84.5%) treatment with R/AI, as shown in the control chart by affirmative answers. These were significantly above the overall affirmative answers, as the corresponding point lies above 95% UCL (upper confidence limit). Most dentists were unacquainted with R and AI. Dentists had a positive attitude towards R/AI, but due to inadequate knowledge and understanding, its use and applications were very limited. There is significant need in the near future to increase awareness of this concept, as it may increase treatment efficiency and effectiveness.",10.3290/j.ohpd.b1693873,artificial intelligence; digital dentistry; oral health; questionnaire; robotics; survey
33783247,Multiclass CBCT Image Segmentation for Orthodontics with Deep Learning.,"Wang, H; Minnema, J; Batenburg, K J; Forouzanfar, T; Hu, F J; Wu, G",Journal of dental research,Aug 2021,"Accurate segmentation of the jaw (i.e., mandible and maxilla) and the teeth in cone beam computed tomography (CBCT) scans is essential for orthodontic diagnosis and treatment planning. Although various (semi)automated methods have been proposed to segment the jaw or the teeth, there is still a lack of fully automated segmentation methods that can simultaneously segment both anatomic structures in CBCT scans (i.e., multiclass segmentation). In this study, we aimed to train and validate a mixed-scale dense (MS-D) convolutional neural network for multiclass segmentation of the jaw, the teeth, and the background in CBCT scans. Thirty CBCT scans were obtained from patients who had undergone orthodontic treatment. Gold standard segmentation labels were manually created by 4 dentists. As a benchmark, we also evaluated MS-D networks that segmented the jaw or the teeth (i.e., binary segmentation). All segmented CBCT scans were converted to virtual 3-dimensional (3D) models. The segmentation performance of all trained MS-D networks was assessed by the Dice similarity coefficient and surface deviation. The CBCT scans segmented by the MS-D network demonstrated a large overlap with the gold standard segmentations (Dice similarity coefficient: 0.934 ± 0.019, jaw; 0.945 ± 0.021, teeth). The MS-D network-based 3D models of the jaw and the teeth showed minor surface deviations when compared with the corresponding gold standard 3D models (0.390 ± 0.093 mm, jaw; 0.204 ± 0.061 mm, teeth). The MS-D network took approximately 25 s to segment 1 CBCT scan, whereas manual segmentation took about 5 h. This study showed that multiclass segmentation of jaw and teeth was accurate and its performance was comparable to binary segmentation. The MS-D network trained for multiclass segmentation would therefore make patient-specific orthodontic treatment more feasible by strongly reducing the time required to segment multiple anatomic structures in CBCT scans.",10.21203/rs.3.rs-56882/v3,artificial intelligence; dentofacial deformities; diagnostic imaging; facial bones; image processing; neural networks
39095128,Integrating artificial intelligence: A step forward in orthodontic education.,"Krishnan, Vinod",Journal of the World federation of orthodontists,Aug 2024,,10.1016/j.ejwf.2024.07.002,
39373739,Performance of large language artificial intelligence models on solving restorative dentistry and endodontics student assessments.,"Künzle, Paul; Paris, Sebastian",Clinical oral investigations,07 Oct 2024,"The advent of artificial intelligence (AI) and large language model (LLM)-based AI applications (LLMAs) has tremendous implications for our society. This study analyzed the performance of LLMAs on solving restorative dentistry and endodontics (RDE) student assessment questions. 151 questions from a RDE question pool were prepared for prompting using LLMAs from OpenAI (ChatGPT-3.5,-4.0 and -4.0o) and Google (Gemini 1.0). Multiple-choice questions were sorted into four question subcategories, entered into LLMAs and answers recorded for analysis. P-value and chi-square statistical analyses were performed using Python 3.9.16. The total answer accuracy of ChatGPT-4.0o was the highest, followed by ChatGPT-4.0, Gemini 1.0 and ChatGPT-3.5 (72%, 62%, 44% and 25%, respectively) with significant differences between all LLMAs except GPT-4.0 models. The performance on subcategories direct restorations and caries was the highest, followed by indirect restorations and endodontics. Overall, there are large performance differences among LLMAs. Only the ChatGPT-4 models achieved a success ratio that could be used with caution to support the dental academic curriculum. While LLMAs could support clinicians to answer dental field-related questions, this capacity depends strongly on the employed model. The most performant model ChatGPT-4.0o achieved acceptable accuracy rates in some subject sub-categories analyzed.",10.1007/s00784-024-05968-w,Artificial intelligence; ChatGPT; Gemini; GenAI; Natural language processing
39266401,Artificial Intelligence-Related Dental Research: Bibliometric and Altmetric Analysis.,"Lu, Wei; Yu, Xueqian; Li, Yueyang; Cao, Yi; Chen, Yanning; Hua, Fang",International dental journal,Feb 2025,"Recent years have witnessed an explosive surge in dental research related to artificial intelligence (AI). These applications have optimised dental workflows, demonstrating significant clinical importance. Understanding the current landscape and trends of this topic is crucial for both clinicians and researchers to utilise and advance this technology. However, a comprehensive scientometric study regarding this field had yet to be performed. A literature search was conducted in the Web of Science Core Collection database to identify eligible ""research articles"" and ""reviews."" Literature screening and exclusion were performed by 2 investigators. Thereafter, VOSviewer was utilised in co-occurrence analysis and CiteSpace in co-citation analysis. R package Bibliometrix was employed to automatically calculate scientific impacts, determining the core authors and journals. Altmetric data were described narratively and supplemented with Spearman correlation analysis. A total of 1558 research publications were included. During the past 5 years, AI-related dental publications drastically increased in number, from 36 to 581. Diagnostics and Scientific Reports published the most articles, whereas Journal of Dental Research received the highest number of citations per article. China, the US, and South Korea emerged as the most prolific countries, whilst Germany received the highest number of citations per article (23.29). Charité Universitätsmedizin Berlin was the institution with the highest number of publications and citations per article (29.16). Altmetric Attention Score was correlated with News Mentions (P < .001), and significant associations were observed amongst Dimension Citations, Mendeley Readers, and Web of Science Citations (P < .001). The publication numbers regarding AI-related dental research have been rising rapidly and may continue their upwards trend. China, the US, South Korea, and Germany had promoted the progress of AI-related dental research. Disease diagnosis, orthodontic applications, and morphology segmentation were current hotspots. Attention mechanism, explainable AI, multimodal data fusion, and AI-generated text assistants necessitate future research and exploration.",10.1016/j.identj.2024.08.004,Artificial intelligence; Bibliometrics; Deep learning; Dental research; Machine learning
36472627,"Personalized dental medicine, artificial intelligence, and their relevance for dentomaxillofacial imaging.","Hung, Kuo Feng; Yeung, Andy Wai Kan; Bornstein, Michael M; Schwendicke, Falk",Dento maxillo facial radiology,01 Jan 2023,"Personalized medicine refers to the tailoring of diagnostics and therapeutics to individuals based on one's biological, social, and behavioral characteristics. While personalized dental medicine is still far from being a reality, advanced artificial intelligence (AI) technologies with improved data analytic approaches are expected to integrate diverse data from the individual, setting, and system levels, which may facilitate a deeper understanding of the interaction of these multilevel data and therefore bring us closer to more personalized, predictive, preventive, and participatory dentistry, also known as P4 dentistry. In the field of dentomaxillofacial imaging, a wide range of AI applications, including several commercially available software options, have been proposed to assist dentists in the diagnosis and treatment planning of various dentomaxillofacial diseases, with performance similar or even superior to that of specialists. Notably, the impact of these dental AI applications on treatment decision, clinical and patient-reported outcomes, and cost-effectiveness has so far been assessed sparsely. Such information should be further investigated in future studies to provide patients, providers, and healthcare organizers a clearer picture of the true usefulness of AI in daily dental practice.",10.3390/jcm11082143,artificial intelligence; deep learning; dentistry; diagnostic imaging; personalized medicine
30202834,"Artificial intelligence, machine learning, neural networks, and deep learning: Futuristic concepts for new dental diagnosis.","Mupparapu, Mel; Wu, Chia-Wei; Chen, Yu-Cheng","Quintessence international (Berlin, Germany : 1985)",2018,,10.3290/j.qi.a41107,
